C2	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C3	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C4	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C5	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C6	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C7	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C8	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
C9	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
S1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1
S2	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1
